,STATION,LINENAME,DATE,ENTRIES
2991,CRESCENT ST,JZ,2016-01-06,5098
2992,CRESCENT ST,JZ,2016-01-07,5122
2993,CRESCENT ST,JZ,2016-01-08,4981
2994,BEDFORD-NOSTRAN,G,2016-01-02,5160
2995,BEDFORD-NOSTRAN,G,2016-01-03,4131
2996,BEDFORD-NOSTRAN,G,2016-01-04,8099
2997,BEDFORD-NOSTRAN,G,2016-01-05,8249
2998,BEDFORD-NOSTRAN,G,2016-01-06,8437
2999,BEDFORD-NOSTRAN,G,2016-01-07,8569
3000,BEDFORD-NOSTRAN,G,2016-01-08,8709
3001,191 ST,1,2016-01-02,5208
3002,191 ST,1,2016-01-03,4438
3003,191 ST,1,2016-01-04,8122
3004,191 ST,1,2016-01-05,8408
3005,191 ST,1,2016-01-06,8706
3006,191 ST,1,2016-01-07,8727
3007,191 ST,1,2016-01-08,8594
3008,71 ST,D,2016-01-02,3554
3009,71 ST,D,2016-01-03,3097
3010,71 ST,D,2016-01-04,5047
3011,71 ST,D,2016-01-05,5002
3012,71 ST,D,2016-01-06,5165
3013,71 ST,D,2016-01-07,5226
3014,71 ST,D,2016-01-08,5235
3015,14 ST-UNION SQ,456LNQR,2016-01-02,23019
3016,14 ST-UNION SQ,456LNQR,2016-01-03,19860
3017,14 ST-UNION SQ,456LNQR,2016-01-04,32477
3018,14 ST-UNION SQ,456LNQR,2016-01-05,32122
3019,14 ST-UNION SQ,456LNQR,2016-01-06,34212
3020,14 ST-UNION SQ,456LNQR,2016-01-07,34398
3021,14 ST-UNION SQ,456LNQR,2016-01-08,29777
3022,20 AV,D,2016-01-02,3075
3023,20 AV,D,2016-01-03,2629
3024,20 AV,D,2016-01-04,5114
3025,20 AV,D,2016-01-05,5088
3026,20 AV,D,2016-01-06,5300
3027,20 AV,D,2016-01-07,5339
3028,20 AV,D,2016-01-08,4782
3029,THIRTY THIRD ST,1,2016-01-02,13826
3030,THIRTY THIRD ST,1,2016-01-03,9553
3031,THIRTY THIRD ST,1,2016-01-04,22132
3032,THIRTY THIRD ST,1,2016-01-05,21974
3033,THIRTY THIRD ST,1,2016-01-06,22470
3034,THIRTY THIRD ST,1,2016-01-07,22481
3035,THIRTY THIRD ST,1,2016-01-08,19960
3036,80 ST,A,2016-01-02,14
3037,80 ST,A,2016-01-03,1
3038,80 ST,A,2016-01-04,1598
3039,80 ST,A,2016-01-05,1624
3040,80 ST,A,2016-01-06,1506
3041,80 ST,A,2016-01-07,1571
3042,80 ST,A,2016-01-08,1480
3043,JOURNAL SQUARE,1,2016-01-02,9961
3044,JOURNAL SQUARE,1,2016-01-03,7272
3045,JOURNAL SQUARE,1,2016-01-04,18633
3046,JOURNAL SQUARE,1,2016-01-05,20191
3047,JOURNAL SQUARE,1,2016-01-06,19261
3048,JOURNAL SQUARE,1,2016-01-07,19634
3049,JOURNAL SQUARE,1,2016-01-08,19431
3050,63 DR-REGO PARK,MR,2016-01-02,9662
3051,63 DR-REGO PARK,MR,2016-01-03,7990
3052,63 DR-REGO PARK,MR,2016-01-04,16441
3053,63 DR-REGO PARK,MR,2016-01-05,16194
3054,63 DR-REGO PARK,MR,2016-01-06,16986
3055,63 DR-REGO PARK,MR,2016-01-07,16915
3056,63 DR-REGO PARK,MR,2016-01-08,16667
3057,BAY 50 ST,D,2016-01-02,91
3058,BAY 50 ST,D,2016-01-03,80
3059,BAY 50 ST,D,2016-01-04,2862
3060,BAY 50 ST,D,2016-01-05,2841
3061,BAY 50 ST,D,2016-01-06,2982
3062,BAY 50 ST,D,2016-01-07,2954
3063,BAY 50 ST,D,2016-01-08,2815
3064,33 ST,6,2016-01-02,14169
3065,33 ST,6,2016-01-03,10607
3066,33 ST,6,2016-01-04,31253
3067,33 ST,6,2016-01-05,117473271
3068,33 ST,6,2016-01-06,32978
3069,33 ST,6,2016-01-07,33210
3070,33 ST,6,2016-01-08,27999
3071,KNICKERBOCKER,M,2016-01-02,2131
3072,KNICKERBOCKER,M,2016-01-03,1623
3073,KNICKERBOCKER,M,2016-01-04,3996
3074,KNICKERBOCKER,M,2016-01-05,3933
3075,KNICKERBOCKER,M,2016-01-06,4297
3076,KNICKERBOCKER,M,2016-01-07,4227
3077,KNICKERBOCKER,M,2016-01-08,4041
3078,WHITLOCK AV,6,2016-01-02,938
3079,WHITLOCK AV,6,2016-01-03,752
3080,WHITLOCK AV,6,2016-01-04,1763
3081,WHITLOCK AV,6,2016-01-05,1636
3082,WHITLOCK AV,6,2016-01-06,1806
3083,WHITLOCK AV,6,2016-01-07,1850
3084,WHITLOCK AV,6,2016-01-08,1719
3085,18 AV,N,2016-01-02,1010
3086,18 AV,N,2016-01-03,848
3087,18 AV,N,2016-01-04,5158
3088,18 AV,N,2016-01-05,5106
3089,18 AV,N,2016-01-06,5275
3090,18 AV,N,2016-01-07,5267
3091,18 AV,N,2016-01-08,5079
3092,KINGS HWY,N,2016-01-02,2937
3093,KINGS HWY,N,2016-01-03,2532
3094,KINGS HWY,N,2016-01-04,5601
3095,KINGS HWY,N,2016-01-05,5501
3096,KINGS HWY,N,2016-01-06,5732
3097,KINGS HWY,N,2016-01-07,5666
3098,KINGS HWY,N,2016-01-08,5492
3099,BOROUGH HALL,R2345,2016-01-02,1148
3100,BOROUGH HALL,R2345,2016-01-03,973
3101,BOROUGH HALL,R2345,2016-01-04,2206
3102,BOROUGH HALL,R2345,2016-01-05,2153
3103,BOROUGH HALL,R2345,2016-01-06,2285
3104,BOROUGH HALL,R2345,2016-01-07,2311
3105,BOROUGH HALL,R2345,2016-01-08,2200
3106,HOUSTON ST,1,2016-01-02,4324
3107,HOUSTON ST,1,2016-01-03,3388
3108,HOUSTON ST,1,2016-01-04,14249
3109,HOUSTON ST,1,2016-01-05,15076
3110,HOUSTON ST,1,2016-01-06,15485
3111,HOUSTON ST,1,2016-01-07,15189
3112,HOUSTON ST,1,2016-01-08,11410
3113,45 ST,R,2016-01-02,4248
3114,45 ST,R,2016-01-03,3328
3115,45 ST,R,2016-01-04,6971
3116,45 ST,R,2016-01-05,6808
3117,45 ST,R,2016-01-06,7165
3118,45 ST,R,2016-01-07,7130
3119,45 ST,R,2016-01-08,7160
3120,GRAND ST,L,2016-01-02,3728
3121,GRAND ST,L,2016-01-03,2652
3122,GRAND ST,L,2016-01-04,7216
3123,GRAND ST,L,2016-01-05,7345
3124,GRAND ST,L,2016-01-06,7399
3125,GRAND ST,L,2016-01-07,7585
3126,GRAND ST,L,2016-01-08,7553
3127,BROADWAY,G,2016-01-02,2530
3128,BROADWAY,G,2016-01-03,2240
3129,BROADWAY,G,2016-01-04,4139
3130,BROADWAY,G,2016-01-05,4112
3131,BROADWAY,G,2016-01-06,4396
3132,BROADWAY,G,2016-01-07,4493
3133,BROADWAY,G,2016-01-08,4089
3134,BOWERY,JZ,2016-01-02,3569
3135,BOWERY,JZ,2016-01-03,2979
3136,BOWERY,JZ,2016-01-04,3007
3137,BOWERY,JZ,2016-01-05,3082
3138,BOWERY,JZ,2016-01-06,3356
3139,BOWERY,JZ,2016-01-07,3398
3140,BOWERY,JZ,2016-01-08,3086
3141,116 ST,23,2016-01-02,8500
3142,116 ST,23,2016-01-03,7923
3143,116 ST,23,2016-01-04,11785
3144,116 ST,23,2016-01-05,11899
3145,116 ST,23,2016-01-06,12587
3146,116 ST,23,2016-01-07,12442
3147,116 ST,23,2016-01-08,11790
3148,PELHAM PKWY,5,2016-01-02,894
3149,PELHAM PKWY,5,2016-01-03,697
3150,PELHAM PKWY,5,2016-01-04,3357
3151,PELHAM PKWY,5,2016-01-05,3335
3152,PELHAM PKWY,5,2016-01-06,3588
3153,PELHAM PKWY,5,2016-01-07,3582
3154,PELHAM PKWY,5,2016-01-08,3359
3155,WALL ST,45,2016-01-02,6417
3156,WALL ST,45,2016-01-03,4276
3157,WALL ST,45,2016-01-04,22281
3158,WALL ST,45,2016-01-05,22908
3159,WALL ST,45,2016-01-06,23203
3160,WALL ST,45,2016-01-07,23075
3161,WALL ST,45,2016-01-08,21346
3162,47-50 STS ROCK,BDFM,2016-01-02,34752
3163,47-50 STS ROCK,BDFM,2016-01-03,22001
3164,47-50 STS ROCK,BDFM,2016-01-04,64115
3165,47-50 STS ROCK,BDFM,2016-01-05,63990
3166,47-50 STS ROCK,BDFM,2016-01-06,64261
3167,47-50 STS ROCK,BDFM,2016-01-07,63250
3168,47-50 STS ROCK,BDFM,2016-01-08,59787
3169,METROPOLITAN AV,M,2016-01-02,2138
3170,METROPOLITAN AV,M,2016-01-03,1596
3171,METROPOLITAN AV,M,2016-01-04,4421
3172,METROPOLITAN AV,M,2016-01-05,4467
3173,METROPOLITAN AV,M,2016-01-06,4599
3174,METROPOLITAN AV,M,2016-01-07,4721
3175,METROPOLITAN AV,M,2016-01-08,4720
3176,BURNSIDE AV,4,2016-01-02,6577
3177,BURNSIDE AV,4,2016-01-03,5204
3178,BURNSIDE AV,4,2016-01-04,10435
3179,BURNSIDE AV,4,2016-01-05,10320
3180,BURNSIDE AV,4,2016-01-06,10937
3181,BURNSIDE AV,4,2016-01-07,11000
3182,BURNSIDE AV,4,2016-01-08,11033
3183,23 ST,FM,2016-01-02,11245
3184,23 ST,FM,2016-01-03,8470
3185,23 ST,FM,2016-01-04,26517
3186,23 ST,FM,2016-01-05,27893
3187,23 ST,FM,2016-01-06,28223
3188,23 ST,FM,2016-01-07,28134
3189,23 ST,FM,2016-01-08,29191
3190,BEACH 25 ST,A,2016-01-02,886
3191,BEACH 25 ST,A,2016-01-03,706
3192,BEACH 25 ST,A,2016-01-04,1953
3193,BEACH 25 ST,A,2016-01-05,1847
3194,BEACH 25 ST,A,2016-01-06,2073
3195,BEACH 25 ST,A,2016-01-07,2063
3196,BEACH 25 ST,A,2016-01-08,2041
3197,GUN HILL RD,25,2016-01-02,4419
3198,GUN HILL RD,25,2016-01-03,3559
3199,GUN HILL RD,25,2016-01-04,7751
3200,GUN HILL RD,25,2016-01-05,7465
3201,GUN HILL RD,25,2016-01-06,7989
3202,GUN HILL RD,25,2016-01-07,8069
3203,GUN HILL RD,25,2016-01-08,7541
3204,JEFFERSON ST,L,2016-01-02,5182
3205,JEFFERSON ST,L,2016-01-03,4319
3206,JEFFERSON ST,L,2016-01-04,7009
3207,JEFFERSON ST,L,2016-01-05,6705
3208,JEFFERSON ST,L,2016-01-06,7459
3209,JEFFERSON ST,L,2016-01-07,7449
3210,JEFFERSON ST,L,2016-01-08,7598
3211,3 AV 138 ST,6,2016-01-02,4180
3212,3 AV 138 ST,6,2016-01-03,3523
3213,3 AV 138 ST,6,2016-01-04,7658
3214,3 AV 138 ST,6,2016-01-05,7798
3215,3 AV 138 ST,6,2016-01-06,8260
3216,3 AV 138 ST,6,2016-01-07,8311
3217,3 AV 138 ST,6,2016-01-08,8069
3218,1 AV,L,2016-01-02,16816
3219,1 AV,L,2016-01-03,12942
3220,1 AV,L,2016-01-04,21884
3221,1 AV,L,2016-01-05,22805
3222,1 AV,L,2016-01-06,23978
3223,1 AV,L,2016-01-07,24015
3224,1 AV,L,2016-01-08,23483
3225,BROOK AV,6,2016-01-02,3805
3226,BROOK AV,6,2016-01-03,3176
3227,BROOK AV,6,2016-01-04,6209
3228,BROOK AV,6,2016-01-05,6113
3229,BROOK AV,6,2016-01-06,6629
3230,BROOK AV,6,2016-01-07,6437
3231,BROOK AV,6,2016-01-08,6121
3232,145 ST,1,2016-01-02,7579
3233,145 ST,1,2016-01-03,6143
3234,145 ST,1,2016-01-04,9255
3235,145 ST,1,2016-01-05,9169
3236,145 ST,1,2016-01-06,9796
3237,145 ST,1,2016-01-07,10049
3238,145 ST,1,2016-01-08,9645
3239,LEXINGTON AV/53,EM6,2016-01-02,14613
3240,LEXINGTON AV/53,EM6,2016-01-03,11066
3241,LEXINGTON AV/53,EM6,2016-01-04,44108
3242,LEXINGTON AV/53,EM6,2016-01-05,46557
3243,LEXINGTON AV/53,EM6,2016-01-06,46224
3244,LEXINGTON AV/53,EM6,2016-01-07,45858
3245,LEXINGTON AV/53,EM6,2016-01-08,46461
3246,BEVERLEY ROAD,BQ,2016-01-02,1886
3247,BEVERLEY ROAD,BQ,2016-01-03,1483
3248,BEVERLEY ROAD,BQ,2016-01-04,2996
3249,BEVERLEY ROAD,BQ,2016-01-05,3044
3250,BEVERLEY ROAD,BQ,2016-01-06,3156
3251,BEVERLEY ROAD,BQ,2016-01-07,3088
3252,BEVERLEY ROAD,BQ,2016-01-08,3108
3253,190 ST,A,2016-01-02,2957
3254,190 ST,A,2016-01-03,2373
3255,190 ST,A,2016-01-04,4351
3256,190 ST,A,2016-01-05,4399
3257,190 ST,A,2016-01-06,4590
3258,190 ST,A,2016-01-07,4657
3259,190 ST,A,2016-01-08,4599
3260,39 AV,NQ,2016-01-02,1815
3261,39 AV,NQ,2016-01-03,1408
3262,39 AV,NQ,2016-01-04,2969
3263,39 AV,NQ,2016-01-05,2647
3264,39 AV,NQ,2016-01-06,2815
3265,39 AV,NQ,2016-01-07,2767
3266,39 AV,NQ,2016-01-08,2618
3267,ST. GEORGE,1,2016-01-02,4192
3268,ST. GEORGE,1,2016-01-03,2933
3269,ST. GEORGE,1,2016-01-04,14642
3270,ST. GEORGE,1,2016-01-05,14499
3271,ST. GEORGE,1,2016-01-06,15157
3272,ST. GEORGE,1,2016-01-07,15338
3273,ST. GEORGE,1,2016-01-08,13945
3274,163 ST-AMSTERDM,C,2016-01-02,2879
3275,163 ST-AMSTERDM,C,2016-01-03,2446
3276,163 ST-AMSTERDM,C,2016-01-04,4390
3277,163 ST-AMSTERDM,C,2016-01-05,4233
3278,163 ST-AMSTERDM,C,2016-01-06,4456
3279,163 ST-AMSTERDM,C,2016-01-07,4524
3280,163 ST-AMSTERDM,C,2016-01-08,4259
3281,PARK PLACE,23ACE,2016-01-02,1387
3282,PARK PLACE,23ACE,2016-01-03,868
3283,PARK PLACE,23ACE,2016-01-04,3409
3284,PARK PLACE,23ACE,2016-01-05,3782
3285,PARK PLACE,23ACE,2016-01-06,3876
3286,PARK PLACE,23ACE,2016-01-07,3897
3287,PARK PLACE,23ACE,2016-01-08,3514
